group_id,name,status
50185913,Сила Слова,Будь в курсе всего самого свежего!🥨
210292072,Исторический,
81912422,Оперативные сводки,Уютно🌹
92852938,Телеграмма,
196101651,Чрезвычайное происшествие | Пермь,#чп #дтп #пермь #chperm159
222261980,Шутки на завтрак,
222583240,ЗВЕРИНЕЦ,
214484575,Россиюшка,Ежедневная сводка новостей для наших лучших
217857666,Мигранты в России - всё как есть,на наш канал👆
155665521,Охота и рыбалка | Клуб для друзей по увлечению,"Уважаемые Друзья ! Пожалуйста, делитесь с нами интересными фото на тему охоты, рыбалки и природы."
31430241,Охотники.ру - охота и рыбалка,www.ohotniki.ru - Всё об охоте и рыбалке!
56433000,Рыбалка | Охота,"Не бросай невод туда, где рыба не водится. Народная мудрость."
59591363,Охота Рыбалка | Общество охотников и рыболовов,Образ жизни..
39281167,Литературный оргазм,"Всегда есть, что почитать."
212102918,История России,История России каждый день
31911374,Окно в Россию,Все о русской культуре и истории
99864184,Катаклизм..,🌩Атмосферный паблик🌪
68988957,МЯСО | Мужская кухня,Кушать подано 🍽
124985100,Мое здоровье,✅ Для здоровья тела и души
29599237,Верую † Православие,"Лучшая благодарность за нашу работу – ""рассказать друзьям"" о сообщениях, которые вам понравились."
39514899,Здравый смысл,не исключает безумия.
96282776,ЧП Тюмень,Происшествия Тюмени
104975916,Авто Мир,Автомобильное сообщество
165904467,Строительные хитрости | Строительство и ремонт,🔨 Объединяем кто интересуется строительством
183453272,СамоСтрой,Свяжи руки с головой! на СамоСтрой
185195325,Весёлая стройка,Почти все Ждём только тебя!
203678950,ОТДЫХ НА ЧЕРНОМ И АЗОВСКОИ МОРЕ АРЕНДА ЖИЛЬЯ,найдем твой отдых
45244683,Сделай сам!,
80882981,"Добрые походы. Лесная Жизнь, Охота и Рыбалка","Жизнь в лесу, лесные избы, рыбалка, походы, путешествия и многое другое. С нами интересно.🌲🏕"
120631977,Блюда в казане,приятного аппетита!!!
46239432,Весёлый чекист,Присоединяйтесь к нам на других площадках! http://bastyon.com/chekisti http://t.me/vchekisti
155027402,Золотые руки,👋 Сообщество мастеров ВКонтакте 👋
22292037,"Товарищ ☭ Сталин, я Вам докладываю:",„Идея сильнее оружия!“ — И. В. Сталин
40772466,Балаково,Размещение ваших постов через сообщения сообщества 📝Опубликованные посты - автоматически бесплатно попадают в истории группы 🔥🚀
175200611,Спортивная летопись,Защити себя сам!
164850161,СССР – Есть такая Страна! Она в Наших Сердцах!,если родились в СССР
212252135,За Родину,Горячие новости о защитниках нашей Родины
62241455,Русские Онлайн,ВХОД в эту группу только для людей с головой на плечах.
44251882,С Любовью и Душой!,"и приглашайте друзей, добро пожаловать, на страницу "" С любовью и душой"""
110132051,Планета земля,Мы покажем изнутри удивительный мир
222370896,Весёлая затейница,
98738910,Полет мысли,"Полёт мысли должен быть таким, чтобы людей окрыляло чувство прекрасного."
63545929,Мой дневничок,14 ваших друзей
129005858,Kosmos,ᶫᵒᵛᵉᵧₒᵤ 🕊
192346783,А ты видел?,Теперь ты видел все...
97886392,архив эстета,вся красота в тебе
201744855,Вкус женщины,
219995116,• ЗА КАДРОМ •,
221025826,За кулисами,
219385524,Новости онлайн,
166455552,Парадигма Развития,Шаг за шагом к мечте!
183798533,Ёшкин кот,Заходи за настроением! 😜🔥
202287629,кажется мама уснула,"Нет любви более искренней, чем любовь к еде."
101517329,"Meждy нaми, дeвoчкaми ♡","Надеемся, вы найдете у нас что-то полезное для себя, спасибо за посещение😊😊"
207548508,Ржачное царство,
82726976,Простые рецепты,Советую 👍
27838907,Весь Арзамас ВКонтакте,Съ нами Богъ!
163565165,Рецепты,"Готовим вкусно, сытно, с душой, присоединяйтесь!😋"
79858706,Нижний Новгород,Такси снесло остановку
30398335,Дача и ремонт | Загородное строительство,
187155298,Папа Казан - Мангалы | Мангальные зоны,Товары для дома и загородного отдыха 🔥
117156037,Авторынок Удмуртия,
69229156,ЧП ДТП Ижевск Удмуртия,Новости. Плохие и хорошие
37544771,Авторынок Удмуртия Ижевск Глазов Можга Агрыз ...,"Если вы хотите найти себе достойный автомобиль, мы вам в этом поможем!!!🔎😎👍"
141514192,Ижевск,ГЛАВНЫЙ ПАБЛИК ГОРОДА
25222527,Авторынок Москва • Авто ниже рынка,Пост без очереди 150р
41883468,Психология Тишины,Стань самим собой
47338992,Работа вахтой. Всё обо всём,👷‍♂Размещение вакансий - 700р
54768953,"Не вам судить,кем я стал",
57482877,Подслушано Москва,Пишите в сообщество
60164252,Проекты домов,
194748801,Ай да мастерица | Лайфхаки Своими Руками,Лучшие идеи для творчества💡 своими руками ✂
214099753,Первая Передача | Авторазборка,
110204354,Steak House | Мужская кухня,
134304555,Хитрости Ремонта,Секреты и идеи для ремонта
39009769,Cook Good - лучшие рецепты,Научим готовить каждого!
46796436,Удивительное и невероятное,на самое невероятное и интересное...
197380808,Авторитет на Дорогах,
181106823,МУДРЫЙ ВОДИТЕЛЬ,"Оттого что человек умер, его нельзя перестать любить, черт побери, особенно если он был лучше всех живых, понимаешь?"
168679374,Микромир,Мы показываем чудесный мир!
23750790,Готовим с любовью,Готовьте с любовью! Приятного Вам аппетита!😋😋😋
39222216,ИСКУССТВО ЖИТЬ,на обновления страницы и познавайте жизнь вместе с величайшими мудрецами. Меняйтесь к лучшему вместе с нами!
208917715,Интересно знать | Наука и факты,
73155379,Типичная Кубань,и будь в курсе новостей Кубани. 😉
114204149,Новости Краснодара и края |ЮГ-24,
24371598,Телеканал РОССИЯ 1,Официальное сообщество
139677831,Вахта | Типичный вахтовик,Вахта - Добро пожаловать! Размещение вакансий - 700р
183369821,АВТО ПО НИЗУ РЫНКА | АВТОрынок РФ,✅Самые выгодные предложения машин по России🇷🇺
157665106,Просто и вкусно,
176256601,Вахтовичка,Делимся фотографиями с работы)
41002749,Идеи для дачи,"Советы по ремонту, строительству, загородному дизайну, цветоводству и садоводству."
87637379,GIGABEATS.PROMO,ONLY THE BEST ☆ ENJOY👉😍👈
104032965,Мото за копейки | Продажа мотоциклов,В ОБЪЯВЛЕНИИ ГОРОД УКАЗЫВАЕМ ПЕРВОЙ СТРОЧКОЙ!🤝🏻
127664892,Мужской AliExpress,
23110002,МОТОПАРА,Поиск компании для мотопокатушек 👫🏍 🔞
202061655,Moto Rider,Рады каждому участнику❤
23109919,МОТОТОРГ,"🏍🔄💰 Объявления о продаже мотоциклов, экипировки и запчастей"
164621115,GSBMOTO - Мотосообщество,Катайте с умом и пониманием ✊
15773108,Адреналинозависимые,Добро пожаловать в клуб любителей экстрима
174821772,Я МУЖИК | Мужской Журнал,РКН
232389,"""АРХИВЫ НАШЕГО ДЕТСТВА""",Вспомним всё!✔
25293054,Япония,Япония и все прекрасное в ней.
29893748,Жигули ☭,Паблик для любителей Жигули 🔥
30260297,Мир Аниме - World of Anime,❄ ЗИМНИЙ СЕЗОН ☃
30825618,РОССИЯ,РОССИЯ - ЭТО МЫ. 👉
168800712,Space Inc | Факты о космосе,"Самые интересные факты о науке и космосе, собранные в одном месте"
219320482,Интересная планета. По странам и континентам.,Интерсно весело и познавательно каждый день
55817470,ПОДЕЛКИ,Забирайте подарок за 🎁 ⏬
40323694,Это интересно!,Весь мир в одной странице.
194650886,Мастер Стройки - Своими Руками,и стань мастером ремонта☝🏻
159702053,@Умный мастер. Идеи своими руками (дом + дача),
4279738,Масштабные модели | Моделизм,
151980081,Мастер на все руки,Лучшая группа ВКонтакте!
86603430,Любимый Златоуст,Главный паблик города! 💙 Нас уже 73 000❗
217758600,Звезды шоу-бизнеса,
189322945,Новости,
165492246,"Дом, где Челябинск | Новости","Будь в курсе, читай новости Челябинска 🇷🇺🤝"
175879301,Новости шоу-бизнеса,Такого не покажут по телевизору.
212257544,ЧП и ДТП | Регион 74 | Челябинск и область,😱 Публикуем только зрелищный свежак! ✅
58315650,Народный фронт,«Главное - люди. Иной выбор неприемлем». В.В. Путин
27168444,Яндекс Музыка,Всё начнётся с той самой музыки
194617755,Наша жизнь!,
219379279,Нутрициология с профессором Дадали,
127295716,ШИРОКА СТРАНА МОЯ РОДНАЯ,Группа для души!
101725333,"Эзотерика | психология, йога, саморазвитие","Путь к себе - журнал о психологии, саморазвитии, йоге"
28315843,Законы Счастливой жизни | Торсунов Олег,Я желаю всем счастья!
36809197,Романтик,"Человек, которому приснилась жизнь!"
14305889,Философия | Эзотерика | Психология,
80235766,Сверхспособности - реальные практики,Реальные практики
23697841,БАЗА ЗНАНИЙ,☯ Полезные новости • Здоровье • Саморазвитие • Психология •
120899101,#ХочувПитер,Санкт-Петербург - это по-любви😍
50680092,Борис Пастернак,Человек в других людях и есть душа человека.
50670640,Михаил Булгаков,Никогда и ничего не бойтесь. Это неразумно.
42320333,Удивительный мир,Самое удивительное сообщество во Вселенной!
187637903,Планировка | Дизайн и хитрости для дома,15 друзей
73442711,Госуслуги,
116930,Самарская область,
4051472,ВЕДИЧЕСКИЙ МИР,
26774600,ПРЕЛЕСТНО,Фотопоток искусства
63442520,Домашние тренировки | Спорт | Фитнес,
216031463,Нижний Новгород LIVE,Все новости твоего города 24/7
199612007,АвтоРынок | МОСКВА,Местный АвтоРитет 🎲
212706536,DEKORSADA,Идеи для сада
213935007,Коннор,А что это у нас тут на обзоре?
199368584,Дачница,Советы дачникам
219593668,Полезные рецепты,
138249997,AKSTAR,ГИТАРНОЕ СООБЩЕСТВО AKSTAR
216661675,Новости России и со всего Света,
63846340,КИНО | СЕРИАЛЫ |,Лучшие фильмы! Самые новые сериалы! и смотри первым!🔥
203923751,Философия/Эдгара,мой Ютуб канал
215240046,Топ видео в вк,Лучшие видео
180633310,Мотивация | Успех | Деньги,и начинай действовать!!!
87926961,Подслушано в Павлове,Instagram.com/pavlovosekret
196402859,Царство водителя,Если не потеряешь более 500+ дельных советов для твоего автомобиля на каждый день 🚗
162001997,ДАЛЬНОБОЙЩИКИ,Официальная страница✔
181331491,Инцидент Нижний Новгород,"🔹 и охреневай от того, что происходит в Нижнем 🔞"
93211868,ЧП | ДТП Нижний Новгород,Что-то пошло не так...
140774221,Регион-52 | Нижний Новгород,"⚡Делитесь фото, видео и новостями. Лучшие из них мы опубликуем в группе"
176762097,Призвание - водитель,🤝🏻
152440300,Книга рецептов,Невероятно вкусно!
49439086,Дома не поймут,"дом, там где ждут"
34994684,Шутница - развлекательный портал,Хорошее настроение вам обеспечено!😊
51909578,Кулинарный домик,У нас вкусно и уютно. Заходи 😊
24738313,Мужской журнал,🖤
183436166,Новости,Есть что рассказать?
32405613,В начале было Слово,In God we trust!
134993075,Иисус - моя Скала,"1 Коринфянам, 13:13"
30094527,Дерек Принс / Derek Prince,"Смотри на Голгофу как на совершенный труд, совершенный во всех отношениях, совершенный во всех аспектах!"
53963178,Океан Божьей Любви,Любовью вечною Он возлюбил тебя
56284745,Христиане †,Поделись словом Божьим с другом! ><> ❤ Нам не всё равно на тебя.
86473104,Рыбалка |на Крючках|,Рыбакам привет!
56122745,Суперайс (supereyes.ru),Интернет-магазин для мастеров-электронщиков
160230617,Живая Русская Баня под ключ | Владимир Ефремов,Ефремовская баня под ключ │ ПЕЧИ │ ОТДЕЛКА │ ДЫМОХОДЫ │ СТРОИТЕЛЬСТВО
110997751,Проекты и чертежи для Мастерской и Мебели,Заявление РКН
124259386,Фильмы 18+,
97639222,Строим для себя,"Для обсуждения проекта ""Строим для себя"": http://www.youtube.com/channel/UClD6ycrH9jBkNzQkXup7A5w и для ответов на ваши вопросы по стройке."
159935417,РОССИЯ,Мы — Русские . С нами Бог !
44150887,Подслушано у строителей,
63598636,Бери и делай,"Сделал своими руками, поделился с мужиками👍"
186147379,Столярка,Идеи из дерева для дома
189967381,Уголок строителя I Строительство и ремонт,🔨 Полезные советы при строительстве и ремонте
66497891,Видеофакт!,Best of the content🔥
203734135,Открытки и Поздравления,Красивые поздравления для любимых.
179552434,Моя дворняжка,Дворняга — чистое воплощение любви без намёка на социальный статус.
85222921,Авторынок Кызыл Тыва Шагонар,"Продажа, Покупка, Обмен, Авто и Авто запчастей"
183405878,Топ Тачки / Авто,репутация на высшем уровне😊
184418759,Чылгычылар сүмези,хүннүң ол-ла чарлал үндүрбес!!!
3855883,Space Room | Космос,В поисках нового
66788607,МОЯ ТЫВА,МЭЭҢ ТЫВАМ
102665113,Чөөн-Хемчик | ОБСУЖДЕНИЯ и ОТКРОВЕНИЯ подслушано,"Чоруунар чогузун, кузелинер бутсун!!!"
151288842,Я ЛЮБЛЮ КИНО ► Гангстерленд,Пᴏддᴇᴩжи ᴄᴏᴏбщᴇᴄᴛʙᴏ 👍🏻 жʍи ᴩᴇᴋᴏʍᴇндᴏʙᴀᴛь!
77016543,Мэрия города Кызыла,"По вопросам граждан функционирует группа ""Служба обращений мэрии города КыZыла""⛩⛩⛩"
53992615,ЧООН-ХЕМЧИК ПОДСЛУШАНОЗУ (Подслушано в Чадане),Кирип моорланар)
211525469,АХА ГОТОВИТ,Всем огромное спасибо что со мной 🤗 🤗 🤗
53045267,РАБОТА | ВАКАНСИИ ► ТЫВА | КЫЗЫЛ,Группа работает с 28 апреля 2013 года
2412652,Авторынок Красноярска,Обязательно читайте правила группы.
211306099,Доктор Артем Пак,📕Высшее медицинское образование 🙌Мягкая мануальная терапия/Массаж 👐Лечу руками/Обучаю массажистов
15848829,Интересный город Орел | Орловчане!,"Заходи, тут кое-что есть ☺"
102310918,ЧП и ДТП Орёл,🔞Все новости города Орёл!🔥
218960005,Вторая Передача,Добро пожаловать😎 Для РКН 4942845228
2197800,Город Орел! Орловчане ВКонтакте,⚡Самое популярное сообщество Орла 🔝
67991642,Лента.ру,Самое важное и интересное в твоей ленте!
45822676,Осанка Наизнанку | Массаж | ЛФК | Анатомия,"Нажми ""🔔Включить уведомления"", чтобы быть в курсе последних новостей!"
182392934,ИНЦИДЕНТ | ОРЁЛ,Будь в курсе!🔥
37532400,Город Орел,
55810610,Подслушано Орел,Анонимные истории орловчан 🙈🙉🙊
35940644,Стаффорд & Пит,"Собака - это ваш друг,ваш партнёр,ваш защитник."
136905855,Увлечён столяркой,увлечённые двигают мир
66560976,Столяр.РФ,Мастерим на славу!
12129780,Кузнецы и сварщики,
112153521,Своими руками,"Сделай сам самоделки, поделки своими руками в домашних условиях."
195591839,Улёт Видео,
63727982,ИНТЕРЕСНЫЕ ФАКТЫ,и будь с нами 👍🏻
24231440,Tajikistan | Таджикистан,Все самое интересное о Таджикистане
174120561,Злой WarFace,🔥Раздача пинов🔥
200743965,ИНТЕРЕСНЫЕ ФИЛЬМЫ,⚡⚡⚡
52546673,RazorTV | Warface,
182823730,Titan PC,
38307698,Дизайн | Вдохновение и уют,Присоединяйтесь к нам для творческих вдохновений и обмена опытом в увлекательном мире дизайна интерьера!
219519571,Эстетика Тела,
88879290,Подслушано Warface,
141605821,Пермь с огоньком,
23464016,Новости Перми,Узнай первым на сайте PermNews.ru
203012640,Обратно в СССР,
177047840,В городе Пермь,Все краски жизни!
120075170,Пермь. Главное!,Самое интересное о Перми: все последние новости в Перми у нас. и следи вместе с нами.
144885532,Отдам даром | БЕСПЛАТНО Пермь,C нас пост - с тебя репост 😉 Добро?
58728279,Отдам Даром Пермь,"Бесплатные вещи в городе Перми, помогаем друг другу"
187516827,Фильмы 18+,Лучшие фильмы и сериалы у нас!
215520624,Сатиры Штурм,
179821814,C места события!,Горячие новости
206178483,Знакомства ВК,"Нажмите кнопку👆 и ""🔔""Колокольчик"
193631986,ЯЖЕВОДИЛА,Инспектор останавливает автомобиль и спрашивает: - Вы любите водить машину? - Люблю. - А почему не научитесь?
170497734,КОТ | Новости о животных,Добрые видео и истории 🐾
147222745,UFC | [В]Спорте,
28043011,Куртка Бейна,
29229694,Лайфхакнутая,
38521859,Овен | 6 апреля,Братство Овнов ^_^
74812749,Электроник,Развивайтесь. Это всех раздражает!
221500377,ЖИЗНЬ ТАКАЯ,
197328814,История Человечества,Окунись в историю человечества!
219735663,Будучи Пенсионером,Рады Вас видеть 💐
83985156,Обо всём на свете,🌍🌎🌏Интересный журнал для каждого🌍🌎🌏
186809105,Регион 78 | Санкт-Петербург,Новости и жизнь любимого города в режиме non-stop
221764908,Смехозавр,
196796002,Хочу знать | Наука и факты,РКН Бесконечно много интересной и познавательной информации
192620302,Звездец - последние новости,🔥 ГОРЯЧИЙ ШОУБИЗ! 🔥
135251183,Санкт-Петербург | СПб Live,24/7
172092489,Санкт-Петербург. Главное!,"А ты знаешь, что происходит в твоём городе?"
153855784,Подслушано Смоленск,
219366763,Новые технологии,Какие же изобретения изменили мир?!
76288997,Вкусные рецепты на каждый день,Коллекция вкусных рецептов правильного питания
189802230,ДАЧА | САД | ОГОРОД,что бы узнать много нового и интересного.
212984300,Инцидент Смоленск,Новости Смоленска и Смоленской области.
81922624,Приятного аппетита.,
182445287,Кулинарим Вместе | Простые Рецепты,и готовь вместе с нами!👍🏻
203375262,Дачные советы,Это номер заявления.
199229366,Попаданцы,"Приключения случаются только если ты идёшь туда, куда не следует."
166261601,Бушкрафтер: Выживание Походы Туризм,Присылайте ваши советы и истории по бушкрафту и выживанию
65997559,"Загородный дом (Дача) или во саду ли, в огороде",клуб любителей загородной жизни
219366731,1000 и 1 изобретение,"Изобретения, изменившие мир 🌍"
189967337,Заметки строителя I Строительство и ремонт,🔨 Полезные советы при строительстве и ремонте
159920846,Глаза боятся руки делают,"Сделал сам, помоги другому!"
54725864,Кулинарный уголок - лучшие рецепты!,"Не так сладок обед, как мысли в его предвкушении"
67570511,"Работа Полоцк, Новополоцк",Крупнейшая база вакансий
210640901,Правильные мысли,
131199589,Со смыслом..,Чтобы лучше понимать смысл
169726874,Без правил | Bitch,уникальнаяХУ😈НЯ
165495813,ГОЛОС РОДИНЫ| НОВОСТИ,Родина покажет только нужные и интересные новости!
93224524,Авто Продажа Беларусь,"Хочешь купи , хочешь продай все на тоавто.бай"
193721612,Пенсионером быть хорошо!,А хорошо жить еще лучше!
159223425,ЖЕСТЬ 4х4,Покоряй бездорожье вместе с нами 🔥
195114076,Умная дача,☝🏻 Присоединяйся! 1000 идей и советов для дачи
188318774,Срочные новости,
195172181,Светская Хроника,
195542324,Открытки для Любимых,Открытки на все случаи жизни!
100702331,Я из Одессы! Здрасьте!,❗ Предупреждаем: возможна зависимость😂
34461379,53 Новости (Великий Новгород),Работаем
184397039,ЛенТВ24 - Новости,"Новости Ленинградской области, Санкт-Петербурга, России и Мира"
111688659,Типичный Великий Новгород,Информационный портал о жизни Великого Новгорода ! Предлагайте новости! ❗По размещению рекламы 📞 Звоните: 8-952-485-32-02. WhatsApp.
6458,БАРАХОЛКА Великий Новгород,Номер
64197369,Новгородская область,Официальная страница Правительства Новгородской области
150799508,Сводки Великого Новгорода,Сердце русской цивилизации ❤
211154316,Гаснут Огни,
118602458,Авто-Мото Тверь,ПУБЛИКУЕМ ОБЪЯВЛЕНИЯ ТОЛЬКО С ЦЕНОЙ И ФОТО!!!
49244355,ТВЕРЬ_Online | Авто | Мото / ОБЪЯВЛЕНИЯ,СНАЧАЛА ПУБЛИКУЕМ ОБЪЯВЛЕНИЯ с ФОТО и СТОИМОСТЬЮ! От вас РЕПОСТ верхнего поста группы от нас ПУБЛИКАЦИЯ вашего обьявления!!!
121362772,Джентльмены Синдиката,Копим на Феррари!
26865636,Сарказм,Клуб любителей сарказма ждёт тебя! Только тебя и ждёт.
124855981,Кинофильмы/Новинки кино,
198615749,BBR Shop,Интернет-магазин готовой прошивной обуви
128778494,"Одежда ""СВОЯ КУЛЬТУРА""",Культура спорта
67823984,Давай Меняться РФ! #auto #moto,"Выбери себе авто, мото или продай свой!"
30953300,Хитрости жизни,"Самое полезное сообщество контакта - советы, handmade, креативные идеи"
7505854,Дух Предков | Бренд одежды и аксессуаров,Качественная одежда из России для уважающих себя и свою историю.
212225082,История мира | исторические факты,
194573690,Удивительный Мир | Наука и факты,Интересный и познавательный контент каждый день!
59834470,Иcтopия в кaдрax,
168019671,Благовещенск,🔥Все горячие новости любимого города и Амурской области! 🙋
14801674,Моя Планета,Свои люди по всему миру!
15548215,ВЕДОМОСТИ,Достоверные новости
17568841,Телеканал Дождь,🌧
17842936,BBC News Russian - Русская служба Би-би-си Ньюз,Интернет-СМИ
22468706,NASA | Космические агентства,National Aeronautics and Space Administration
218354584,Мирное небо,
220320977,Это вкусно!,
119449257,Росгвардия ФСВНГ,Неофициальное сообщество военнослужащих и сотрудников Росгвардии
165784716,Рыбалка и Охота,"Каждый рыбак - охотник, но не каждый охотник - рыбак"
205869630,"Песни СВО ""ZA НАШИХ""",Победа будет ZA нами! 🇷🇺
77156808,Своими руками| Стройка| Ремонт,Полезные идеи для вас и ваших друзей
47035313,ФУТБОЛ I ТРАНСФЕРЫ,Трансферное окно открыто 🤙
190477075,Bulldrop - игровой сервис,
3880484,Строительство,Все о строительстве и ремонте
47185301,Sverigeklubben - Швеция / Стокгольм,
70008786,Специалисты в деревянном домостроении,Строительство..г.Архангельск
107886736,Архитектура | Architecture,Сообщество об архитектуре
121666125,Та Самая Мари Добро,Дитя 90х
167825912,Интересные места,"Кратко, красиво, познавательно"
168462019,EUROPE,t.me/europe_culture
196446214,Смешные животные,
41887171,Источник знаний,
129483846,Комедии | Новинки кино Фильмы мультфильмы,
42724867,Кино-Фанат,
224809870,Записки сумасшедших,Психи - тоже люди 😈
101696077,ЧП | Витебск,⚡️Instagram 🔍 @chp_vitebsk
148228347,ЧП.BY | НТВ Беларусь,Официальная группа телепроекта ЧП БАЙ на НТВ Беларусь.
46161175,Дальнобой-моя жизнь,"Ни гвоздя, ни жезла!"
22629421,Thoisoi,"Добро пожаловать в сообщество научного You Tube канала ""Thoisoi""!"
65590399,НЕтипичный Витебск,С нами весь Витебск ♥️
121531774,Интересный Краснодар | Новости,24/7
176962073,Другой Мир,"👆 Не забудьте на нас, дарим позитив каждый день 🥰"
205248376,Дорожный Беспредел,
209559847,Без тормозов,Новости с дорог из первых уст
166448038,Фотографии эпохи СССР,
24239266,47news - все новости Ленинградской области,СМИ о жизни 47-го региона
138318761,Ветер перемен,Свежие новости
142239481,Работа вахтой,Все вахтовики в одном месте!
177071254,Черный список ДНР | Донецк | Макеевка,О самом главном в ДНР 🖤 Предупрежден - значит вооружен!
6571387,ГВАРДЕЙКА,С Гвардейкой в сердце ❤
29401904,Мы любим лабрадоров,Дарите радость и тепло... 😚😋☀
99008587,"Авторынок ДНР-ЛНР (Донецк, Макеевка, Харцызск)",срочная публикация - 100р.
175306467,"Шабашка Донецк, ДНР",Что-то сломалось? Необходимо сделать ремонт? Тут Вы найдете мастеров подходящий по цене и качеству. Разместите свое объявление! 🔧🔨
110481995,Инцидент Донецк | ДТП | ЧП | Происшествия | Live,👑 ＥＸＣＬＵＳＩＶＥ 👑Новости твоего города. Твои новости!
54965848,Мужской Досуг,
84319672,Злой Енот,Только избранные 🤘
68481433,Полезные советы,
74438291,Подслушано в Красное и Белое (18+)#ПКБ,Скоро новый розыгрыш!
75686365,Взрыв Мозга,тут весело!
83314127,Мой Нижний Новгород,Все самые интересные события Нижнего Новгорода здесь👇
93773680,Совушка,"Успешный взрослый вырастает из успешного, счастливого ребенка."
97827608,Наши Детки,
101557418,Сводки Нижнего Новгорода,Настоящая столица Поволжья.
122444792,Авто легенды СССР,поддержи наш уникальный проект)
130425927,Самые невероятные истории | Amazings of History,Познавай мир вместе с нами!
88165975,Лига чемпионов УЕФА,Официальное сообщество Лиги чемпионов УЕФА
28639294,Футбол | Новости,
191269950,Прямой эфир!,Срочные новости
72982321,Фильмы HD l Веном: Последний танец,
191551783,СВЕЖИЕ НОВОСТИ,А то пропустишь важные новости.
221614050,Странные видео,
132443831,Мужские мысли,AVK Group LTD
151576879,ВЕКТОР | Мужской журнал,
76623235,Показалось,Лучшие шутеечки на просторах VK!
171439088,69 DREAMS,Построй свои идеальные отношения!
52922518,Записки сумасшедших,Психи тоже люди.
146917032,Horror Story,"Мы не выносим людей с теми же недостатками, что и у нас."
97630666,Грубо? Простите,В нашем омуте черти топятся
127717435,Птица цвета киновари,не забудь включить уведомления и рекомендовать паблик! ♡
218987190,Новинки кино | Фильмы и сериалы онлайн,
218217231,Фильмы,Лучшие фильмы года смотреть онлайн бесплатно!
19200573,Канада | Canada,
29874238,Водолей,остальные знаки внутри
34314580,Выучим английский за 16 ч. Полиглот. ТВ Культура,
47779037,Smart Business,Инструменты и знания для запуска и масштабирования онлайн-бизнеса
74837480,Каталог бизнес идей,"Правило буравчика: Чтобы продвигаться, надо вертеться"
84856012,MASHNEWS | Новости Промышленности,Первый промышленный! ⚙
88772190,Тюменская область,
124883267,Авторынок Тюмень,Главный авторынок Тюмени
132967752,Банк бизнес идей,Золотая коллекция бизнес-идей
145187576,А ты знал?,Самое интересное сообщество ВК
208500901,ХОРОШЕЕ КИНО СМОТРЕТЬ ОНЛАЙН,7 551 775 • 19 друзей
205983938,СМОТРЕТЬ КИНО В КАЧЕСТВЕ,🔥🔥🔥
174841082,ЛУЧШИЕ СЕРИАЛЫ★,
208500857,СМОТРЕТЬ КИНО,⚡⚡⚡
170585620,НОВИНКИ КИНО,
76806746,Vide Video - Смотри YouTube,YouTube перезаливы видео
199637001,Опасный случай,
218731829,НОВИНКИ КИНО | ФИЛЬМЫ ОНЛАЙН,Лучшие фильмы! Самые новые сериалы! и смотри первым!🔥
134089412,Нетипичная Тюмень,
191869374,Мудрый строитель,Не умеешь строить и ремонтировать🔨 Научим! Присоединяйся 👉🏻
29233152,Россия-Китай: главное,
31623616,Жизненные цытаты...,
34528216,Близнецы,Любишь правду? Тогда тебе сюда!
34528799,Водолей,"Мы облегчим тебе жизнь, рассказав что будет завтра!"
41139499,Feel and Fly,Бренд молодежной одежды!
44994030,ТМ Милитарист,"Милитарист - сеть магазинов военного снаряжения, камуфляжа и агрессивной одежды улиц!"
45121768,Киев - мой любимый город,Любите Киев вместе с нами!
46030379,Фото Второй Мировой,"Альянс групп, созданных командой WarStory.ru"
111205860,Вездеходы,раз уж зашел)
68540789,Мотоциклы из СССР,1⃣0⃣0⃣.0⃣0⃣0⃣ У нас своя атмосфера!
216512198,Полный Бак,"Для тех, кто за рулём"
191546299,Новости | Вести | ЧП | Россия,"Свежая Проверенная Информация! делитесь своими новостями где ""предложка""✔️"
161327394,Легенды СССР,Присылайте свои новости
86939982,Off-Road | Мир Внедорожников,"Я езжу там, где волки срать боятся!"
68030706,Типичный Сочи,Самый популярный Сочинский паблик!!! Всегда
88771274,ПВА l Анапа l Подслушано В Анапе,"Просто представь, что мы знаем."
197246721,Молоток,Всё самое интересное тут! 👍🏻
23395094,НГС.НОВОСТИ Новосибирск,Главные по новостям (18+)
54148003,Подслушано Вайлдберриз | Wildberries,"О том, что происходит внутри ВБ | Сообщество для сотрудников и селлеров"
44587997,Вот это ФИЛЬМЫ! (Новинки кино),► 10.000 фильмов ► 200.000 киноманов
161540503,Эпоха СССР | Советский Союз | Фотохроника,
158881017,Бабушка вяжет: описание и схемы вязания спицами,💝 Бабушка вяжет
179425360,Садоводы-огородники-цветоводы России,"Группа для садоводов, огородников, цветоводов! Для Вас!"
182445362,Дача по душе | Сад и Огород,Полезные советы для дачников и садоводов! 🤩
59570504,Кухня ВКонтакте | Кулинария | Рецепты,🍝Самые вкусные рецепты Вы найдете на нашей кухне🍛
206737446,IT Учительская,
90078911,Узоры для вязания. Схемы.,"Узоры для вязания, узоры спицами, узоры крючком. Коллекция узоров. и получайте обновления."
210293820,Дачный совет | 1000 секретов,Секреты! Советы! Лайфхаки!
68229174,ИДЕИ для творчества,Мы найдем твоё вдохновение ❤
214324316,Учимся рисовать поэтапно,оставайся с нами!
44893922,Сады России,на уведомления!
64889424,Чуланчик поделок для детей и родителей,Поделки на каждый день. Семейное творчество 🌷
